,index,entities,labels,size
89,123,0,CARDINAL,17
90,699,23,CARDINAL,17
91,3376,the past two decades,DATE,16
92,1394,American,NORP,16
93,153,0.5,CARDINAL,16
94,1170,68,CARDINAL,16
95,716,24,CARDINAL,16
96,410,16,DATE,15
97,750,26,CARDINAL,15
98,2981,five,CARDINAL,15
99,2321,One,CARDINAL,15
100,380,15,DATE,15
101,2032,June 2019,DATE,14
102,529,2.3,CARDINAL,14
103,2235,New York,GPE,14
104,591,2009,DATE,14
105,3239,tertiary,ORDINAL,13
106,1140,60,CARDINAL,13
107,2090,London,GPE,13
108,2338,Oxford University Press,ORG,13
109,2152,McKinsey & Company,ORG,13
110,1164,66,CARDINAL,13
111,835,3.4,CARDINAL,13
112,2208,NY,GPE,13
113,137,0.2,CARDINAL,13
114,525,2.1,CARDINAL,13
115,549,20 percent,PERCENT,13
116,990,4.7,CARDINAL,13
117,3131,nine,CARDINAL,13
118,586,2007,DATE,13
119,3205,second,ORDINAL,13
120,284,109,CARDINAL,13
121,2980,first,ORDINAL,12
122,210,1.2,CARDINAL,12
123,842,3.8,CARDINAL,12
124,196,1 percent,PERCENT,12
125,1549,Bureau of Labor Statistics,ORG,12
126,826,3.1,CARDINAL,12
127,578,2004,DATE,12
128,220,1.4,CARDINAL,12
129,960,39,CARDINAL,12
130,599,2011,DATE,12
131,2151,McKinsey,ORG,12
132,3466,,NORP,12
133,2266,November 2019,DATE,12
134,1151,63,CARDINAL,12
135,602,2013,DATE,12
136,2202,NA,ORG,11
137,3408,today,DATE,11
138,504,1990,DATE,11
139,3453,zero,CARDINAL,11
140,997,40,CARDINAL,11
141,1869,Hispanic,NORP,11
142,1157,65,CARDINAL,11
143,3209,seven,CARDINAL,11
144,764,27,CARDINAL,11
145,1562,Cambridge,GPE,11
146,1066,5.3,CARDINAL,11
147,3436,weeks,DATE,11
148,1174,69,CARDINAL,11
149,837,3.5,CARDINAL,10
150,1146,61,CARDINAL,10
151,1083,50,CARDINAL,10
152,2017,July 2019,DATE,10
153,1398,Americans,NORP,10
154,583,2005,DATE,10
155,833,3.3,CARDINAL,10
156,1219,72,CARDINAL,10
157,1019,43 percent,PERCENT,9
158,241,1.9,CARDINAL,9
159,978,4.2,CARDINAL,9
160,238,1.8,CARDINAL,9
161,701,23 percent,PERCENT,9
162,941,36,CARDINAL,9
163,3434,weekly,DATE,9
164,1090,52,CARDINAL,9
165,2160,"McKinsey Global Institute


",ORG,9
166,2059,Konstantin Kholodilin,PERSON,9
167,572,2000–182,CARDINAL,9
168,388,15 years,DATE,9
169,2284,OECD Population,ORG,9
170,1466,August 2019,DATE,9
171,1678,Digital,ORG,9
172,794,29,CARDINAL,9
173,1880,ILO,ORG,9
174,585,2006,DATE,9
175,1021,44,CARDINAL,9
176,1086,50 percent,PERCENT,9
177,3011,healthcare,ORG,9
178,1088,51,CARDINAL,9
179,1845,Harmonised,PERSON,9
180,2658,United,ORG,9
181,1263,80,CARDINAL,8
182,201,1.0,CARDINAL,8
183,2169,McKinsey Performance Lens,ORG,8
184,189,08,CARDINAL,8
185,1208,70,CARDINAL,8
186,1111,59,CARDINAL,8
187,1315,90,CARDINAL,8
188,233,1.7,CARDINAL,8
189,1940,January 2019,DATE,8
190,1108,57,CARDINAL,8
191,68,-15,CARDINAL,8
192,2309,October 2016,DATE,8
193,1142,60 percent,PERCENT,8
194,1008,41,CARDINAL,8
195,1815,Global Growth Cube,PRODUCT,8
196,1654,David Soskice,PERSON,8
197,841,3.7,CARDINAL,8
198,934,35,CARDINAL,8
199,2958,eds.,GPE,8
200,528,2.2,CARDINAL,8
201,2331,Oxford,GPE,8
202,169,0.8,CARDINAL,8
203,993,4.8,CARDINAL,8
204,1616,Credit Suisse,ORG,8
205,1130,6.3,CARDINAL,8
206,1519,Between 2000 and 2018,DATE,8
207,249,10 percent,PERCENT,7
208,1645,David Autor,PERSON,7
209,1223,74,CARDINAL,7
210,2518,States,GPE,7
211,1697,EU,ORG,7
212,1816,Global Institute,ORG,7
213,1097,54,CARDINAL,7
214,1590,China,GPE,7
215,2468,September 2015,DATE,7
216,3282,the European Union,ORG,7
217,2872,between 2000 and 2017,DATE,7
218,158,0.6,PERSON,7
219,178,0.9,CARDINAL,7
220,2864,between 2000,DATE,7
221,738,25%,PERCENT,7
222,539,2.8,CARDINAL,7
223,534,2.5,CARDINAL,7
224,2016,July 2016,DATE,7
225,1031,46,CARDINAL,7
226,171,0.8,PERSON,7
227,521,2 percent,PERCENT,7
228,2918,con_goodx_gen,ORG,7
229,2800,annually,DATE,7
230,1215,71,DATE,7
231,3019,hours,TIME,7
232,2312,October 2019,DATE,7
233,946,37 percent,PERCENT,7
234,3111,more than half,CARDINAL,7
235,216,1.3,CARDINAL,7
236,905,33,CARDINAL,7
237,1038,48,CARDINAL,7
238,1043,49,CARDINAL,7
239,2723,World Economic Forum,EVENT,6
240,983,4.5,CARDINAL,6
241,953,38,CARDINAL,6
242,1998,Joseph Stiglitz,PERSON,6
243,2307,October 2014,DATE,6
244,2390,Princeton,GPE,6
245,1012,42,CARDINAL,6
246,290,11.1,CARDINAL,6
247,270,100%,PERCENT,6
248,1094,53,CARDINAL,6
249,2277,OECD Employment,ORG,6
250,782,28 percent,PERCENT,6
251,2726,World Health Organization,ORG,6
252,1352,AEA Papers and Proceedings,ORG,6
253,1154,64,CARDINAL,6
254,2206,NJ,GPE,6
255,2464,Second,ORDINAL,6
256,918,34,CARDINAL,6
257,354,14,DATE,6
258,850,30 percent,PERCENT,6
259,2708,"Work of the past, work of the future",WORK_OF_ART,6
260,1171,68,DATE,6
261,2870,between 2000 and 2016,DATE,6
262,1759,February 2018,DATE,6
263,148,0.4,PERSON,6
264,1110,58,CARDINAL,6
265,906,33 percent,PERCENT,6
266,2986,four,CARDINAL,6
267,1240,79,CARDINAL,6
268,180,0.9,PERSON,6
269,977,4.1,CARDINAL,6
270,1062,5.1,CARDINAL,6
271,1617,Credit Suisse Global Wealth Databook,ORG,6
272,2378,Peterson Institute for International Economics,ORG,6
273,1541,Brookings Institution,ORG,6
274,2349,Panel Study of Income Dynamics,ORG,6
275,1106,56,CARDINAL,6
276,532,2.4,CARDINAL,6
277,1630,Dani Rodrik,PERSON,6
278,2145,May 2017,DATE,6
279,341,130,CARDINAL,6
280,2339,PISA,ORG,6
281,870,31,CARDINAL,6
282,1483,BBC News,ORG,6
283,1234,77,CARDINAL,5
284,1226,75,CARDINAL,5
285,669,21 percent,PERCENT,5
286,1216,71 percent,PERCENT,5
287,1087,50%,PERCENT,5
288,1717,England,GPE,5
289,1214,71,CARDINAL,5
290,1209,70,DATE,5
291,1189,7.0,CARDINAL,5
292,1320,92,CARDINAL,5
293,2678,University of Michigan,ORG,5
294,358,14 percent,PERCENT,5
295,1101,55,CARDINAL,5
296,1587,Charles Sabel,PERSON,5
297,1567,Caroline Freund,PERSON,5
298,3206,secondary,ORDINAL,5
299,1121,6.0,CARDINAL,5
300,490,1970,DATE,5
301,1613,Cornell Law School,ORG,5
302,3185,recent years,DATE,5
303,1131,6.4,CARDINAL,5
304,2992,fourth,ORDINAL,5
305,433,17 percent,PERCENT,5
306,515,1998,DATE,5
307,1632,Daniel Alpert et al.,PERSON,5
308,2558,Taylor,PERSON,5
309,541,2.9,CARDINAL,5
310,561,2000,CARDINAL,5
311,783,28%,PERCENT,5
312,1158,65,DATE,5
313,1427,Annual Household Survey,ORG,5
314,1418,Ann Arbor,GPE,5
315,1078,5.8,CARDINAL,5
316,1224,74,DATE,5
317,891,32,CARDINAL,5
318,279,105,CARDINAL,5
319,296,110,CARDINAL,5
320,1072,5.5,CARDINAL,5
321,3455,zero-hour,TIME,5
322,39,-0.1,PERSON,5
323,994,4.9,CARDINAL,5
324,1013,42 percent,PERCENT,5
325,944,37,CARDINAL,5
326,2433,Routledge,ORG,5
327,130,0.0,CARDINAL,5
328,1060,5.0,CARDINAL,5
329,2311,October 2018,DATE,5
330,2096,MA,GPE,5
331,945,37,DATE,5
332,53,-0.9,ORG,5
333,252,10%,PERCENT,5
334,873,31 percent,PERCENT,5
335,2374,Peter Hall,PERSON,5
336,1027,45 million,CARDINAL,5
337,1882,IMF,ORG,5
338,164,0.7,PERSON,5
339,981,4.4,CARDINAL,5
340,218,1.3,PERSON,4
341,1578,Chad Bown,PERSON,4
342,226,1.5 percent,PERCENT,4
343,2385,Piketty,PERSON,4
344,3018,hourly,TIME,4
345,1396,American Economic Review,ORG,4
346,2097,MA,PERSON,4
347,1168,67,CARDINAL,4
348,3016,holiday days,DATE,4
349,2393,Princeton University Press,ORG,4
350,2721,World Bank Financial Inclusion Indicators,ORG,4
351,2584,The Great Risk Shift,ORG,4
352,2420,Robert Peel,PERSON,4
353,1641,Data,ORG,4
354,1640,Daron Acemoglu,PERSON,4
355,1104,55 to 64,DATE,4
356,1359,Access,PRODUCT,4
357,1175,69 percent,PERCENT,4
358,2844,between 15 and 30 years old,DATE,4
359,2120,March 2019,DATE,4
360,231,1.6 percent,PERCENT,4
361,1855,Harvard University,ORG,4
362,1389,Amartya K. Sen,PERSON,4
363,1391,Amazon,ORG,4
364,1055,5 percent,PERCENT,4
365,619,2017 dollars,MONEY,4
366,830,3.2,PERSON,4
367,2609,The United States,GPE,4
368,1556,COICOP,ORG,4
369,3210,seven million,CARDINAL,4
370,1930,James Manyika,PERSON,4
371,2296,Occupational Employment Statistics,ORG,4
372,1148,62,CARDINAL,4
373,1147,61 percent,PERCENT,4
374,3000,given year,DATE,4
375,1133,6.4 percent,PERCENT,4
376,1994,Jonathan Woetzel,PERSON,4
377,560,200,CARDINAL,4
378,2651,US Department of Labor,ORG,4
379,518,1–32,CARDINAL,4
380,554,20%,PERCENT,4
381,2948,each year,DATE,4
382,143,0.3,CARDINAL,4
383,798,29 percent,PERCENT,4
384,1957,Jean-Paul Fitoussi,PERSON,4
385,796,29,MONEY,4
386,1025,45,CARDINAL,4
387,3368,the past 20 years,DATE,4
388,2282,OECD Observer,ORG,4
389,1036,47 percent,PERCENT,4
390,78,-2.9,PERSON,4
391,1002,40%,PERCENT,4
392,80,-200,CARDINAL,4
393,3014,healthy years,DATE,4
394,3418,two decades,DATE,4
395,1647,David Dorn,PERSON,4
396,1555,CNBC,ORG,4
397,2238,New York Times,ORG,4
398,998,40,DATE,4
399,3344,the early 2000s,DATE,4
400,935,35 percent,PERCENT,4
401,2619,Thomas Piketty,PERSON,4
402,1540,British,NORP,4
403,1539,Britain,GPE,4
404,1162,65 years,DATE,4
405,1927,Jacob S. Hacker,PERSON,4
406,2054,Kingdom,GPE,4
407,187,06,CARDINAL,4
408,2048,Ken Mayhew,PERSON,4
409,256,10.3,CARDINAL,4
410,1939,January 2018,DATE,4
411,1707,Education,ORG,4
412,391,15+ years,DATE,4
413,1823,Gordon H. Hanson,PERSON,4
414,5,$12 trillion,MONEY,4
415,973,4.0,CARDINAL,4
416,1774,Financial Times,ORG,4
417,1205,7.8,CARDINAL,4
418,3465,,CARDINAL,4
419,382,15 percent,PERCENT,4
420,2533,Summers,DATE,4
421,741,250,CARDINAL,4
422,1809,German,NORP,4
423,2204,NBER,ORG,4
424,1808,Gerald Auten,PERSON,4
425,3462,“light blue” color bracket wherever possible,WORK_OF_ART,4
426,281,107,CARDINAL,4
427,1732,European Union,ORG,4
428,367,140,CARDINAL,4
429,853,30%,PERCENT,4
430,1283,87,CARDINAL,4
431,2146,May 2018,DATE,4
432,3297,the Netherlands,GPE,4
433,2960,eight,CARDINAL,4
434,1275,83,DATE,4
435,1069,5.4,CARDINAL,4
436,845,3.9,CARDINAL,4
437,384,15 to 24,DATE,4
438,1237,78,DATE,4
439,1327,95,CARDINAL,4
440,1757,February 2016,DATE,4
441,962,39 percent,PERCENT,4
442,840,3.6,CARDINAL,4
443,260,10.7,CARDINAL,4
444,1655,David Splinter,PERSON,4
445,718,24 percent,PERCENT,4
446,887,319,CARDINAL,4
447,265,100 = $,MONEY,4
448,1222,73,CARDINAL,4
449,971,4 percent,PERCENT,4
450,2469,September 2018,DATE,4
451,1781,Foreign Affairs,ORG,4
452,2889,between 2012 and 2017,DATE,4
453,2815,as percent,PERCENT,4
454,1464,August 2017,DATE,3
455,3393,third,ORDINAL,3
456,1993,Jonathan Willis,PERSON,3
457,2276,OECD Education,ORG,3
458,2040,Kansas City,GPE,3
459,2826,below 50 percent,PERCENT,3
460,2200,Munich,GPE,3
461,1000,40 percent,PERCENT,3
462,1009,41 percent,PERCENT,3
463,545,20,DATE,3
464,1230,76,CARDINAL,3
465,690,22.4,CARDINAL,3
466,1991,Jonathan Goupille-Lebret,PERSON,3
467,552,20 years,DATE,3
468,146,0.4,DATE,3
469,577,2003,DATE,3
470,707,"23285, March 2017",DATE,3
471,145,0.4,CARDINAL,3
472,1459,"August 14, 2019",DATE,3
473,2173,Medicaid,ORG,3
474,919,34 percent,PERCENT,3
475,139,0.2,GPE,3
476,1461,"August 19, 2019",DATE,3
477,1241,79.0,CARDINAL,3
478,1252,8.0,CARDINAL,3
479,702,23%,PERCENT,3
480,1988,Johnny Runge,PERSON,3
481,1141,60,DATE,3
482,3160,over two-thirds,CARDINAL,3
483,3461,Σikixi,PERSON,3
484,2153,"McKinsey & Company
",ORG,3
485,3456,~$600,LOC,3
486,1261,8.8,CARDINAL,3
487,2198,More than half,CARDINAL,3
488,2134,Matthew Taylor,PERSON,3
489,3406,three-month,DATE,3
490,2101,MIT Press,ORG,3
491,2105,Madrid,GPE,3
492,1308,9.5,CARDINAL,3
493,1312,9.7,CARDINAL,3
494,62,-1.7,PERSON,3
495,1196,7.3,DATE,3
496,40,-0.2,PERSON,3
497,943,36 percent,PERCENT,3
498,1386,Alpert et al.,PERSON,3
499,59,-1.4,PERSON,3
500,3441,working hours,TIME,3
501,1326,94.9,CARDINAL,3
502,1139,6.9,CARDINAL,3
503,2118,March 2016,DATE,3
504,3104,more than 40 percent,PERCENT,3
505,2761,about 40 percent,PERCENT,3
506,1186,7 percent,PERCENT,3
507,987,4.6,CARDINAL,3
508,646,2025,DATE,3
509,1181,7,DATE,3
510,2840,between 12 and 17 years of age,DATE,3
511,986,4.5 percent,PERCENT,3
512,1351,AEA Papers,ORG,3
513,50,-0.7,PERSON,3
514,616,2016/5,CARDINAL,3
515,2100,MI 2019,DATE,3
516,685,22 percent,PERCENT,3
517,2099,MI,GPE,3
518,3410,tomorrow,DATE,3
519,936,35%,PERCENT,3
520,2144,May 2016,DATE,3
521,1278,84,CARDINAL,3
522,1280,85,CARDINAL,3
523,1282,86,CARDINAL,3
524,2236,New York City,GPE,3
525,43,-0.3,PERSON,3
526,3139,old-age,DATE,3
527,1284,87,DATE,3
528,79,-20,DATE,3
529,1285,87 percent,PERCENT,3
530,1286,88,CARDINAL,3
531,1166,66 percent,PERCENT,3
532,2791,almost half,CARDINAL,3
533,2091,Lowell Ricketts,PERSON,3
534,2201,N=22,ORG,3
535,1289,89,CARDINAL,3
536,1291,89 percent,PERCENT,3
537,2944,digital,ORG,3
538,3444,xi,ORG,3
539,767,27 percent,PERCENT,3
540,980,4.3,CARDINAL,3
541,1476,Autor,PERSON,3
542,316,12.2,CARDINAL,3
543,2320,Olivia S. Mitchell,PERSON,3
544,413,16 percent,PERCENT,3
545,846,3.9 percent,PERCENT,3
546,390,15%,PERCENT,3
547,2541,Sven Smit,PERSON,3
548,1665,December 2019,DATE,3
549,1664,December 2018,DATE,3
550,398,150,CARDINAL,3
551,1663,December 2017,DATE,3
552,1833,Guardian,ORG,3
553,1656,David Weil,PERSON,3
554,2956,ed.,GPE,3
555,408,159,CARDINAL,3
556,259,10.5,CARDINAL,3
557,2424,Rodrik,PERSON,3
558,1650,David H. Autor,PERSON,3
559,1642,David,PERSON,3
560,3259,the 1980s,DATE,3
561,416,16%,PERCENT,3
562,1637,Danish,NORP,3
563,2423,Robots,ORG,3
564,1631,Daniel,PERSON,3
565,2564,Ten,CARDINAL,3
566,892,32 percent,PERCENT,3
567,1857,Harvard University Press,ORG,3
568,437,171,CARDINAL,3
569,3325,"the United
States",GPE,3
570,1109,57 percent,PERCENT,3
571,1607,Congressional Budget Office,ORG,3
572,445,177,CARDINAL,3
573,1603,Commission on Global Economic Transformation,ORG,3
574,2407,Ray Boshara,PERSON,3
575,386,15 to 64,DATE,3
576,275,104,CARDINAL,3
577,221,1.4,PERSON,3
578,859,300,CARDINAL,3
579,320,120,CARDINAL,3
580,1084,50,DATE,3
581,307,117,CARDINAL,3
582,1773,Finance & Development,ORG,3
583,2876,between 2002 and 2018,DATE,3
584,332,129,CARDINAL,3
585,1735,Eurostat Labor Force Survey,ORG,3
586,335,13 percent,PERCENT,3
587,1776,First,ORDINAL,3
588,338,13.6,CARDINAL,3
589,1777,Five,CARDINAL,3
590,342,131,CARDINAL,3
591,1729,European Commission,ORG,3
592,344,133,CARDINAL,3
593,346,134,CARDINAL,3
594,3260,the 1990s,DATE,3
595,2465,September,DATE,3
596,300,113,CARDINAL,3
597,1725,Eurofound,PERSON,3
598,1716,Engels,WORK_OF_ART,3
599,357,14 million,CARDINAL,3
600,2507,Southern Europe,LOC,3
601,2459,Scandinavian,NORP,3
602,2965,et al.,GPE,3
603,1701,Economic Review,ORG,3
604,2449,San Francisco,GPE,3
605,882,315,CARDINAL,3
606,1803,Garbinti,GPE,3
607,2446,Saez,PERSON,3
608,373,145,CARDINAL,3
609,228,1.6,CARDINAL,3
610,1843,Harmonised,GPE,3
611,2637,Two,CARDINAL,3
612,197,"1,000",CARDINAL,3
613,1543,Bruno Amable,PERSON,3
614,2371,Peter,PERSON,3
615,192,1,MONEY,3
616,2623,Tilman Tacke,PERSON,3
617,186,04,CARDINAL,3
618,2633,Trends 2016,DATE,3
619,2863,between 2000,CARDINAL,3
620,497,1984,DATE,3
621,185,02,CARDINAL,3
622,1575,Central Asia,LOC,3
623,2353,Pascual Restrepo,PERSON,3
624,1510,Better Life,ORG,3
625,2352,Paris,GPE,3
626,2644,UK Government,ORG,3
627,508,1994,DATE,3
628,510,1995–2000,CARDINAL,3
629,3353,the first two decades of the 21st century,DATE,3
630,176,0.8 percent,PERCENT,3
631,1938,January 2017,DATE,3
632,516,1999,DATE,3
633,1760,February 2020,DATE,3
634,1033,46 percent,PERCENT,3
635,522,2.0,CARDINAL,3
636,2654,Uber,ORG,3
637,165,0.7 percent,PERCENT,3
638,2657,United,NORP,3
639,1951,Japan Statistics Bureau,ORG,3
640,799,29%,PERCENT,3
641,1026,45,DATE,3
642,2984,five-year,DATE,3
643,855,"30,000",MONEY,3
644,820,"3,000",MONEY,3
645,212,1.2,PERSON,3
646,1554,CAGR,ORG,3
647,815,3 percent,PERCENT,3
648,1907,International Monetary Fund,ORG,3
649,208,1.1 percentage points,PERCENT,3
650,3216,six months,DATE,3
651,472,19,DATE,3
652,1905,International Labor Organization,ORG,3
653,2386,Plato,PERSON,3
654,1136,6.6 percent,PERCENT,2
655,1056,5 percent and 10 percent,PERCENT,2
656,1144,60%,PERCENT,2
657,1040,48,MONEY,2
658,2847,between 17 and 29 percent,DATE,2
659,979,4.2 percent,PERCENT,2
660,1049,4th,ORDINAL,2
661,1057,5 years ending with date,DATE,2
662,1135,6.6,DATE,2
663,1059,5-year,DATE,2
664,1207,7.9 percent,PERCENT,2
665,1206,7.9,CARDINAL,2
666,1210,70 percent,PERCENT,2
667,976,4.0 percent,PERCENT,2
668,2875,between 2002,DATE,2
669,2883,between 2007 and 2018,DATE,2
670,1138,6.8,CARDINAL,2
671,2880,between 2006 and 2016,DATE,2
672,2879,between 2005 and 2014,DATE,2
673,1076,5.7,CARDINAL,2
674,1051,5,MONEY,2
675,1220,72,DATE,2
676,1074,5.6,CARDINAL,2
677,1137,6.7,CARDINAL,2
678,1115,5th,ORDINAL,2
679,972,4%,PERCENT,2
680,1020,43%,PERCENT,2
681,1029,45%,PERCENT,2
682,1092,52 percent,PERCENT,2
683,2871,between 2000 and 2017,CARDINAL,2
684,1095,53 percent,PERCENT,2
685,1034,47,CARDINAL,2
686,1117,6,MONEY,2
687,1096,53%,PERCENT,2
688,2862,between 20 and 30 percent,CARDINAL,2
689,1105,55%,PERCENT,2
690,1119,6 to 29 percent,PERCENT,2
691,2852,between 1970 and 2014,DATE,2
692,1193,7.1        5.5,PRODUCT,2
693,1192,7.1,CARDINAL,2
694,1102,55,DATE,2
695,1176,"69,408",MONEY,2
696,1001,40 to 49 percent,PERCENT,2
697,1188,"7,014",MONEY,2
698,2842,between 15 and 29 years old,DATE,2
699,2841,between 15,DATE,2
700,2836,"between
2000 and 2018",DATE,2
701,2867,between 2000 and 2013,DATE,2
702,1182,7,MONEY,2
703,1198,7.3%,PERCENT,2
704,1064,5.2,CARDINAL,2
705,2829,"between
                              2000",DATE,2
706,2890,between 2015 and 2017,DATE,2
707,1169,67.0 percent,PERCENT,2
708,1203,7.6 percent,PERCENT,2
709,2912,chapter 2,LAW,2
710,1067,5.3 percent,PERCENT,2
711,1039,48,DATE,2
712,1152,63 percent,PERCENT,2
713,1010,41%,PERCENT,2
714,1023,44 percent,PERCENT,2
715,2888,between 2010 and 2018,DATE,2
716,1099,54 percent,PERCENT,2
717,1202,7.6,CARDINAL,2
718,1127,6.2,CARDINAL,2
719,1201,7.5,CARDINAL,2
720,2914,chapter 5,LAW,2
721,1112,59,DATE,2
722,3474, Time,ORG,2
723,1231,76,DATE,2
724,2544,Sweden                                                                                                                                                     ,ORG,2
725,1771,Felix Eggers,PERSON,2
726,1779,Forbes,ORG,2
727,1785,Fourth,ORDINAL,2
728,2460,Schmalenbach Business Review,ORG,2
729,1789,France                                                                                                                                                     ,ORG,2
730,2451,Sandra J. Sucher,PERSON,2
731,1801,Gabriel Zucman,PERSON,2
732,1805,Gary Clyde Hufbauer,PERSON,2
733,1806,Gary Pinkus,PERSON,2
734,1818,Global Wealth Report,ORG,2
735,1824,Goupille-Lebret,NORP,2
736,1834,Gøsta Esping-Andersen,ORG,2
737,1835,Gøsta Esping-Andersen,PERSON,2
738,2426,Romain A. Duval,PERSON,2
739,1847,HarperCollins,ORG,2
740,1848,Harvard,ORG,2
741,1852,Harvard Business Review,ORG,2
742,2414,Review of Economics,ORG,2
743,2412,Resolution Foundation,ORG,2
744,1860,Hauser Institute for Civil Society,ORG,2
745,1861,Haven,GPE,2
746,1867,Henry Ford,PERSON,2
747,1873,House,ORG,2
748,2399,Psychological Science,ORG,2
749,2383,Pierre-Alain Pionnier,PERSON,2
750,1897,Institute for New Economic Thinking,ORG,2
751,2379,Pew Research Center,ORG,2
752,1770,Federal Reserve Bank of St. Louis,ORG,2
753,1769,Federal Reserve Bank of New York,ORG,2
754,2470,September 2019,DATE,2
755,1722,Eric Hazan,PERSON,2
756,1676,Didem Tüzemen,PERSON,2
757,2532,Summer 2011,DATE,2
758,2529,Strategic Analytics,ORG,2
759,2526,Stiglitz,PERSON,2
760,2522,Stephan Leibfried et al.,PERSON,2
761,2520,Statistics Canada,ORG,2
762,2515,Sree Ramaswamy,PERSON,2
763,1704,Economics for Inclusive Prosperity,ORG,2
764,1708,Edward Luce,PERSON,2
765,2508,Southern European,NORP,2
766,2505,"South Korea
                                                                                                                 ",ORG,2
767,2502,Soskice,PERSON,2
768,2496,"Social Survey
                              ",ORG,2
769,1758,February 2017,DATE,2
770,2494,Social Security,ORG,2
771,2493,Social Science Research,ORG,2
772,2490,Social Progress,ORG,2
773,2487,Social,ORG,2
774,2484,Six,CARDINAL,2
775,1747,Faber,GPE,2
776,1748,Faber,PERSON,2
777,1749,Facebook,ORG,2
778,2480,Shlomo Benartzi et al.,PERSON,2
779,2477,Shanghai,GPE,2
780,2476,Shane Greenstein,PERSON,2
781,2475,Shalene Gupta,PERSON,2
782,1902,"International
      Monetary Fund",ORG,2
783,1910,Ipsos Public Affairs,ORG,2
784,2372,Peter A. Hall,PERSON,2
785,2211,Nathan Hudson-Sharp,PERSON,2
786,2082,Liana R. Woskie,PERSON,2
787,2234,New Perspectives on Regulation,ORG,2
788,2233,New Haven,GPE,2
789,2094,Luxembourg,GPE,2
790,2225,Nemat Shafik,ORG,2
791,2110,Mapping,PRODUCT,2
792,2220,National Institute of Economic and Social Research,ORG,2
793,2115,March 2011,DATE,2
794,2218,National Economic and Social Rights Initiative,ORG,2
795,2119,March 2018,DATE,2
796,2122,March/April 2016,DATE,2
797,2125,Mark Schmitt,PERSON,2
798,2135,Maurizio,PERSON,2
799,2074,Lawrence H. Summers,PERSON,2
800,2136,Maurizio Bussolo et al.,PERSON,2
801,2137,May,DATE,2
802,2141,May 2005,DATE,2
803,2199,Mumbai,GPE,2
804,2196,Monzo,PERSON,2
805,2164,"McKinsey Global Institute


Exhibit",ORG,2
806,2187,Michael J. Mandel,PERSON,2
807,2170,McKinsey Quarterly,ORG,2
808,2185,Michael Chui,PERSON,2
809,2184,Michael Boehm,PERSON,2
810,2183,Michael Birshan,PERSON,2
811,2177,Mekala Krishnan,PERSON,2
812,2075,Lawrence Summers,PERSON,2
813,2071,Lauren Damme,PERSON,2
814,2362,Peggy Hollinger,PERSON,2
