,index,entities,labels,size
398,543,25 to 49,CARDINAL,3
399,342,1850,DATE,3
400,1456,Frank Levy,PERSON,3
401,237,127,CARDINAL,3
402,686,"4, November 2003",DATE,2
403,719,44,CARDINAL,2
404,827,6.5,CARDINAL,2
405,805,569,CARDINAL,2
406,684,"4, 2013",DATE,2
407,716,43,CARDINAL,2
408,680,3–38,DATE,2
409,679,3–12,CARDINAL,2
410,2323,"United States
",GPE,2
411,687,"4, October 2002",DATE,2
412,691,4.0,CARDINAL,2
413,813,59,CARDINAL,2
414,2480,between 2014 and 2030,DATE,2
415,2405,about 25 percent,PERCENT,2
416,821,6%,PERCENT,2
417,971,902,CARDINAL,2
418,701,4.9,CARDINAL,2
419,2488,between almost zero,CARDINAL,2
420,969,90,DATE,2
421,2407,about 3.8 percent,PERCENT,2
422,835,61,CARDINAL,2
423,694,4.3,CARDINAL,2
424,2481,between 2015 and 2030,DATE,2
425,814,59 million,CARDINAL,2
426,2410,about 60 percent,PERCENT,2
427,823,6.0,CARDINAL,2
428,837,612 million,MONEY,2
429,688,"4, October 2009",DATE,2
430,2414,about 800,CARDINAL,2
431,894,757 million,CARDINAL,2
432,959,9%,PERCENT,2
433,875,70,DATE,2
434,2378,World Travel and Tourism Council,ORG,2
435,779,52,CARDINAL,2
436,878,70.5 percent,PERCENT,2
437,2440,around 30 percent,PERCENT,2
438,880,71,CARDINAL,2
439,2448,as much as 30 percent,PERCENT,2
440,2447,as much as $10 trillion,MONEY,2
441,764,5.9,CARDINAL,2
442,2358,Washington,GPE,2
443,882,72,CARDINAL,2
444,884,73,CARDINAL,2
445,885,73 percent,PERCENT,2
446,2372,Working hours,TIME,2
447,826,6.1,CARDINAL,2
448,903,77,CARDINAL,2
449,890,75 million,CARDINAL,2
450,901,767 million                  ,MONEY,2
451,2446,as many as 375 million,CARDINAL,2
452,2370,Workforce,ORG,2
453,2365,Wiley,PERSON,2
454,893,756,CARDINAL,2
455,756,5.4,CARDINAL,2
456,782,524,CARDINAL,2
457,720,44,DATE,2
458,2454,at least 300 million,CARDINAL,2
459,842,63,CARDINAL,2
460,2474,between 1990 and 2015,DATE,2
461,2428,almost 90 percent,PERCENT,2
462,727,45 percent,PERCENT,2
463,729,450,CARDINAL,2
464,733,46,DATE,2
465,768,50 percent,PERCENT,2
466,947,88,CARDINAL,2
467,946,87,CARDINAL,2
468,789,54,DATE,2
469,852,66 percent,PERCENT,2
470,855,663,CARDINAL,2
471,2433,an additional four million to seven million,CARDINAL,2
472,784,53,CARDINAL,2
473,936,820,CARDINAL,2
474,935,82,CARDINAL,2
475,859,68,DATE,2
476,861,68 million,CARDINAL,2
477,749,5%,PERCENT,2
478,927,80 percent,PERCENT,2
479,924,80,DATE,2
480,2408,about 30 percent,PERCENT,2
481,1202,Carl Benedikt Frey,PERSON,2
482,984,97,CARDINAL,2
483,1512,Gregory,PERSON,2
484,1950,Nicole B. Ellison,PERSON,2
485,1474,Georg,PERSON,2
486,1946,Nicholas,PERSON,2
487,1943,New Zealand,GPE,2
488,1940,New York,GPE,2
489,1489,Getty,ORG,2
490,1490,Giovanna Vallanti,PERSON,2
491,1508,Graetz,PERSON,2
492,1922,"National Academies of Sciences, Engineering",ORG,2
493,1515,Grundrisse,PERSON,2
494,1460,French,NORP,2
495,1516,Gunn Elisabeth Birkelund,PERSON,2
496,1518,Guy Michaels,PERSON,2
497,1522,Handbook of Economic Growth,ORG,2
498,1523,Handbook of Labor Economics,ORG,2
499,1911,More than half,CARDINAL,2
500,1906,Moore,PERSON,2
501,1905,Moody’s,ORG,2
502,1540,Heather Boushey,PERSON,2
503,1542,Henry Ford,PERSON,2
504,1958,Nobel,WORK_OF_ART,2
505,1457,Fred Bakker,PERSON,2
506,1894,Milton Greenberg,PERSON,2
507,1409,"Exhibit A2

Glossary",PRODUCT,2
508,2020,Philadelphia,GPE,2
509,1385,Erik Hurst,PERSON,2
510,1388,Estonia,GPE,2
511,2009,Paul Osterman,PERSON,2
512,2007,Paul,PERSON,2
513,1396,European Sociological Review,ORG,2
514,2004,Parul Batra,PERSON,2
515,1997,Oxford Martin School,ORG,2
516,1995,Oxford,PERSON,2
517,1418,FTE,PRODUCT,2
518,1451,Ford,ORG,2
519,1986,Office,ORG,2
520,1423,Farmworkers,PERSON,2
521,1429,February 2014,DATE,2
522,1980,October 2012,DATE,2
523,1434,Federal Reserve Board,ORG,2
524,1974,ONET,ORG,2
525,1971,"OCTOBER 2017
",DATE,2
526,1970,O*Net,PERSON,2
527,1450,Forbes,ORG,2
528,1544,Hoffman,PERSON,2
529,1893,Milton,PERSON,2
530,2023,Philippines,GPE,2
531,1799,March 1991,DATE,2
532,1824,Massachusetts Institute of Technology,ORG,2
533,1652,Jeongmin Seong,PERSON,2
534,1653,Jeremy,PERSON,2
535,1817,Marshall Steinbaum,PERSON,2
536,1811,Mark,PERSON,2
537,1676,Joseph Schumpeter,PERSON,2
538,1804,March 2017,DATE,2
539,1802,March 2015,DATE,2
540,1680,Journal,ORG,2
541,1690,Journal of Higher Education,ORG,2
542,1643,Japanese,NORP,2
543,1691,Journal of Labor Economics,ORG,2
544,1693,Journal of Political Economy,ORG,2
545,1701,July 2015,DATE,2
546,1705,"July 7, 2016",DATE,2
547,1711,"June 18, 2004",DATE,2
548,1739,Keynes,PERSON,2
549,1758,Lawrence F. Katz,PERSON,2
550,1752,Labour,ORG,2
551,1747,Kuwait,GPE,2
552,1829,Matthias Busse,PERSON,2
553,1636,"January 23, 2017",DATE,2
554,1555,Hungary,GPE,2
555,1599,International Renewable Energy Agency,ORG,2
556,1886,Midpoint,PERSON,2
557,1562,IMF,ORG,2
558,1568,IPUMS USA 2017,ORG,2
559,1871,"Mexico
                                                                                                                                                 ",ORG,2
560,1584,Indonesia,GPE,2
561,1862,Mehdi Miremadi,PERSON,2
562,1861,Medicine,ORG,2
563,1591,Intel,ORG,2
564,1595,International Energy Agency,ORG,2
565,1601,Ireland,GPE,2
566,1633,January 2015,DATE,2
567,1853,McKinsey Global Institute     ,ORG,2
568,1608,J.Bradford DeLong,PERSON,2
569,1849,McKinsey & Company’s,ORG,2
570,1614,Jacob L. Weisdorf,PERSON,2
571,1842,"May 9, 2012",DATE,2
572,1621,James,PERSON,2
573,1626,Jan Mischke,PERSON,2
574,1627,Janesville,GPE,2
575,1839,May 2016,DATE,2
576,1375,Enrica Detragiache,PERSON,2
577,1368,Engel,PERSON,2
578,985,977,CARDINAL,2
579,1146,Bloomberg,ORG,2
580,1096,August 1970,DATE,2
581,1097,August 2000,DATE,2
582,2227,Tesla,PRODUCT,2
583,2223,Ten,CARDINAL,2
584,2222,Templeton Press,ORG,2
585,2220,Technology           ,ORG,2
586,2219,Technologies,ORG,2
587,2194,Steven N. Durlauf,PERSON,2
588,1144,Bill,PERSON,2
589,2186,Starbucks,ORG,2
590,1094,Atlanta,GPE,2
591,2184,Stanford University,ORG,2
592,2180,Specialized,ORG,2
593,2177,South Korea’s,GPE,2
594,1168,Brent Neiman,PERSON,2
595,1169,Britain,GPE,2
596,2167,Social Forces,ORG,2
597,2164,Slovakia,GPE,2
598,2161,SkillsFuture,ORG,2
599,1193,Cambridge University Press,ORG,2
600,1095,Atlantic,LOC,2
601,1091,Associates,ORG,2
602,2139,September 2014,DATE,2
603,1025,Alan B. Krueger,PERSON,2
604,989,99,CARDINAL,2
605,2308,Ulrich Zierahn,PERSON,2
606,2307,Uganda,GPE,2
607,1006,Abigail Wozniak,PERSON,2
608,2295,UNDP,ORG,2
609,2287,Typewriter,ORG,2
610,1018,Addison-Wesley,ORG,2
611,2286,Two,CARDINAL,2
612,2283,Transportation,ORG,2
613,1035,Allen,PERSON,2
614,2241,The Hamilton Project,ORG,2
615,1042,American Quarterly,WORK_OF_ART,2
616,1058,Angus Deaton,PERSON,2
617,1061,Anne Case,PERSON,2
618,1063,Annual,DATE,2
619,1068,Anu Madgavkar,PERSON,2
620,1069,Apple,ORG,2
621,1073,April 2015,DATE,2
622,1074,April 2016,DATE,2
623,2246,The New York Times,ORG,2
624,1199,Care,ORG,2
625,1208,Center for Economic Performance,ORG,2
626,2025,Pissarides,PERSON,2
627,1316,December 2017,DATE,2
628,1284,Daron Acemoglu,PERSON,2
629,2077,Richard Rogerson,PERSON,2
630,1295,David Finegold,PERSON,2
631,1298,David Hounshell,PERSON,2
632,1302,Days and hours,TIME,2
633,2072,Richard Dobbs,PERSON,2
634,2066,Review of Economics and Statistics,ORG,2
635,1311,December 1987,DATE,2
636,1312,December 2004,DATE,2
637,2062,Reid Hoffman,PERSON,2
638,1271,DECEMBER 2017,DATE,2
639,2061,Reid,PERSON,2
640,1327,Digital America,LOC,2
641,2054,Random House,ORG,2
642,2049,Rajat Gupta,PERSON,2
643,1345,Earth,LOC,2
644,2038,Quarterly,DATE,2
645,1358,Egypt,GPE,2
646,1363,Elsevier,ORG,2
647,2027,Portugal,GPE,2
648,2088,Robert C.,PERSON,2
649,1264,Creatives            Artists,ORG,2
650,2133,Secondary,PRODUCT,2
651,2123,Saudi Arabia,GPE,2
652,1215,Chapter 1,LAW,2
653,2132,Secondary,ORDINAL,2
654,1218,Chapter 5,LAW,2
655,2131,Second,ORDINAL,2
656,1223,Chicago Tribune,ORG,2
657,2126,Schumpeterian,NORP,2
658,1228,Chinchih Chen,PERSON,2
659,2124,Saurabh Sanghvi,PERSON,2
660,1230,Choice/Getty,ORG,2
661,1232,Chris Minns,PERSON,2
662,1262,Crane,PERSON,2
663,2122,Sarah Turner,PERSON,2
664,2119,"San Francisco
",GPE,2
665,1237,Christopher L. Smith,PERSON,2
666,1240,Clark,PERSON,2
667,1241,Classmates.com,ORG,2
668,1246,Cliometrica,PERSON,2
669,2115,Ryan Ko,PERSON,2
670,2114,Russia,GPE,2
671,2112,Rowman,NORP,2
672,2504,days,DATE,2
673,1751,La Révolte des canuts,PERSON,2
674,293,"15,755",CARDINAL,2
675,2834,the years,DATE,2
676,377,1956,DATE,2
677,228,1209-2004,DATE,2
678,227,120,CARDINAL,2
679,2773,"the United
                                    States",GPE,2
680,225,12.6,CARDINAL,2
681,2694,social security,ORG,2
682,224,"12,176",CARDINAL,2
683,2848,three-year,DATE,2
684,223,12 percent,PERCENT,2
685,546,250,CARDINAL,2
686,91,0.5,CARDINAL,2
687,2846,three million by 2030,CARDINAL,2
688,539,25,DATE,2
689,535,24 percent,PERCENT,2
690,2602,more than 100,CARDINAL,2
691,387,1971,DATE,2
692,96,0.6,PERSON,2
693,2776,"the United
                            States",GPE,2
694,2606,"more than 2,000",CARDINAL,2
695,218,119,CARDINAL,2
696,526,"23285, March 2017",DATE,2
697,2839,this century,DATE,2
698,103,0.9,CARDINAL,2
699,216,117,CARDINAL,2
700,524,231,CARDINAL,2
701,392,1980–2015,CARDINAL,2
702,215,116,CARDINAL,2
703,2835,the years ahead,DATE,2
704,395,1987,DATE,2
705,2854,"tomorrow, 1926",DATE,2
706,375,195 million,CARDINAL,2
707,233,123,CARDINAL,2
708,2869,up to 13%,PERCENT,2
709,48,-2.8,PERSON,2
710,2764,the National Academy of Sciences,ORG,2
711,361,1910 to 1940,DATE,2
712,2877,up to 32%,PERCENT,2
713,362,1911,DATE,2
714,580,3 percent,PERCENT,2
715,55,"-4
                                                                                    ",ORG,2
716,577,2–5,CARDINAL,2
717,576,2–19,CARDINAL,2
718,363,1912,DATE,2
719,364,1913,DATE,2
720,2575,just under eight million,CARDINAL,2
721,2870,up to 14%,PERCENT,2
722,2868,up to 10%,PERCENT,2
723,554,26%,PERCENT,2
724,366,1915,DATE,2
725,66,0%,PERCENT,2
726,236,126,CARDINAL,2
727,70,0.03 percent,PERCENT,2
728,2863,two years,DATE,2
729,2698,spring 2016,DATE,2
730,2862,two degrees Celsius,QUANTITY,2
731,371,1940,DATE,2
732,2805,the last few decades,DATE,2
733,76,0.10,CARDINAL,2
734,372,1942,DATE,2
735,2589,many years,DATE,2
736,234,124,CARDINAL,2
737,214,115,CARDINAL,2
738,400,1994,DATE,2
739,587,"3,097",CARDINAL,2
740,521,23 percent,PERCENT,2
741,180,100 million,CARDINAL,2
742,486,2025,DATE,2
743,139,"1,906",CARDINAL,2
744,2792,the day,DATE,2
745,424,"2,000",CARDINAL,2
746,2641,"number 6, 2005",DATE,2
747,143,1.1,CARDINAL,2
748,426,"2,293",CARDINAL,2
749,2645,one year,DATE,2
750,428,"2,678",CARDINAL,2
751,471,2015,CARDINAL,2
752,2646,one-third,CARDINAL,2
753,429,"2,904",CARDINAL,2
754,467,2014,CARDINAL,2
755,149,1.3%,PERCENT,2
756,460,2008,DATE,2
757,2798,the early 19th century,DATE,2
758,151,1.4 million,CARDINAL,2
759,456,2003,DATE,2
760,164,1.9,CARDINAL,2
761,455,2002,DATE,2
762,452,200,CARDINAL,2
763,162,1.8,DATE,2
764,154,1.5,CARDINAL,2
765,160,1.7,CARDINAL,2
766,2804,the last 60 years,DATE,2
767,439,2.8,CARDINAL,2
768,447,20 to 30 percent,PERCENT,2
769,2657,only 50 percent,PERCENT,2
770,181,100 percent,PERCENT,2
771,2634,"number 2, June 1998",DATE,2
772,182,100 years,DATE,2
773,505,20th,ORDINAL,2
774,209,110,CARDINAL,2
775,401,1995,DATE,2
776,2779,"the United
                     States",GPE,2
777,204,11,DATE,2
778,116,"1, October 2007",DATE,2
779,2784,the United States of America,GPE,2
780,196,107,CARDINAL,2
781,410,1–5,CARDINAL,2
782,120,"1,054",CARDINAL,2
783,194,106,CARDINAL,2
784,411,1–9,CARDINAL,2
785,122,"1,198",CARDINAL,2
786,193,105,CARDINAL,2
787,124,"1,267",CARDINAL,2
788,2790,the average hours,TIME,2
789,415,2 2011,DATE,2
790,501,"20479, September 2014",DATE,2
791,2626,nine,CARDINAL,2
792,128,"1,411",CARDINAL,2
793,190,103,CARDINAL,2
794,188,101,CARDINAL,2
795,131,"1,521",CARDINAL,2
796,132,"1,576",CARDINAL,2
797,417,"2, April 2009",DATE,2
798,134,"1,658",CARDINAL,2
799,2631,"number 1, 2016",DATE,2
800,186,100.1,CARDINAL,2
801,185,"100,000",CARDINAL,2
802,2881,up to 375 million,CARDINAL,2
803,235,125,CARDINAL,2
804,444,"20
",DATE,2
805,340,1840,DATE,2
806,283,148,CARDINAL,2
807,2731,the 19th century,DATE,2
808,653,37,CARDINAL,2
809,2897,weekly,DATE,2
810,31,-0.6,PERSON,2
811,655,37 million,CARDINAL,2
812,307,159,CARDINAL,2
813,2544,five decades,DATE,2
814,261,138 million,CARDINAL,2
815,259,137,CARDINAL,2
816,254,134,CARDINAL,2
817,2547,force                                               force                                                ,ORG,2
818,258,136,CARDINAL,2
819,2551,four million,CARDINAL,2
820,612,300 million,CARDINAL,2
821,10,$3.3 trillion,MONEY,2
822,256,135,CARDINAL,2
823,2746,the High School Movement,ORG,2
