,index,entities,labels,size
237,1428,GISS,ORG,5
238,1499,Greece,GPE,5
239,160,109,CARDINAL,5
240,569,5 percent,PERCENT,5
241,2518,Science,WORK_OF_ART,5
242,1521,H. Damon Matthews,PERSON,5
243,400,2065,DATE,5
244,1545,Hans Joachim Schellnhuber,PERSON,5
245,1567,Hindu,NORP,5
246,3160,every year,DATE,5
247,408,2119,CARDINAL,5
248,137,"10,000",CARDINAL,5
249,230,15 percent,PERCENT,5
250,333,2.3 degrees Celsius,QUANTITY,5
251,3370,the Intergovernmental Panel on Climate Change,ORG,5
252,1352,February 2008,DATE,5
253,1599,Hurricane Harvey,EVENT,5
254,1968,Malaysia,GPE,5
255,540,419,CARDINAL,5
256,732,93,CARDINAL,5
257,858,April 2010,DATE,5
258,3313,summers,DATE,5
259,1817,June 2014,DATE,5
260,2165,NASA,ORG,5
261,1617,IHS Markit Economics and Country Risk,ORG,5
262,362,2011,DATE,5
263,3117,biome,GPE,5
264,3358,the Fifth Assessment Report,ORG,5
265,2666,Sweden,GPE,4
266,646,6x,CARDINAL,4
267,1946,Lost working hours,TIME,4
268,2636,Steven C. Sherwood,PERSON,4
269,2699,Thailand,GPE,4
270,1989,March 2014,DATE,4
271,628,62,CARDINAL,4
272,0,$ billion,MONEY,4
273,2603,Southeast Florida,LOC,4
274,2319,Palmer,PERSON,4
275,2371,Portugal,GPE,4
276,2219,Nicholas Stern,PERSON,4
277,2241,North America,LOC,4
278,2338,Peru,GPE,4
279,510,39,CARDINAL,4
280,468,31,CARDINAL,4
281,473,32,CARDINAL,4
282,610,6 percent,PERCENT,4
283,958,Berlin,GPE,4
284,503,37,CARDINAL,4
285,2259,November 2018,DATE,4
286,483,34 degrees Celsius,QUANTITY,4
287,497,36,CARDINAL,4
288,486,341,CARDINAL,4
289,528,4.5,CARDINAL,4
290,2201,Nature Geoscience,WORK_OF_ART,4
291,543,41–70%,PERCENT,4
292,551,45,CARDINAL,4
293,2158,Munich,GPE,4
294,558,48,CARDINAL,4
295,2493,Samuel Bowring,PERSON,4
296,404,20–40%,PERCENT,4
297,389,2041–60,PRODUCT,4
298,582,50 percent,PERCENT,4
299,2065,May 2019,DATE,4
300,2063,May 2017,DATE,4
301,2565,Shanghai,GPE,4
302,2570,Shu-zhong Shen,PERSON,4
303,356,2008,DATE,4
304,355,2007,DATE,4
305,2041,Matthew Huber,PERSON,4
306,398,2060,CARDINAL,4
307,1697,January 2012,DATE,4
308,2731,The United States,GPE,4
309,1360,February 2018,DATE,4
310,1372,First,ORDINAL,4
311,3180,hours,TIME,4
312,142,100 percent,PERCENT,4
313,1409,Franz Rubel,PERSON,4
314,157,106,CARDINAL,4
315,3136,decade,DATE,4
316,1452,Geophysical Research Letters,ORG,4
317,190,124,CARDINAL,4
318,3045,any given year,DATE,4
319,3039,an average year,DATE,4
320,1574,Ho Chi Minh City,PERSON,4
321,205,133,CARDINAL,4
322,211,139,CARDINAL,4
323,1615,IFPRI,ORG,4
324,215,14 percent,PERCENT,4
325,1616,IHS Markit Economics and Country,ORG,4
326,1660,Italy,GPE,4
327,3203,metro,FAC,4
328,3232,multimodel,PERSON,4
329,2898,Will Steffen et al.,PERSON,4
330,117,1.5 degrees,QUANTITY,4
331,979,Boston,GPE,4
332,3471,the second half of the century,DATE,4
333,1074,Cham,ORG,4
334,1079,Chapter 1,LAW,4
335,3453,the next 30 years,DATE,4
336,1081,Chapter 4,LAW,4
337,3422,the United Nations,ORG,4
338,1169,Daniel Bernie,PERSON,4
339,876,Arctic sea,LOC,4
340,1208,December 2013,DATE,4
341,73,0.5,CARDINAL,4
342,1220,Detlef P. van Vuuren et al.,PERSON,4
343,860,April 2013,DATE,4
344,93,1%,PERCENT,4
345,94,"1,000",CARDINAL,4
346,96,1-in-100‑year,CARDINAL,4
347,111,1.2 billion,CARDINAL,4
348,2917,Working Group,ORG,4
349,812,American Meteorological Society,ORG,4
350,2282,October 2013,DATE,4
351,715,86,CARDINAL,4
352,269,18 percent,PERCENT,4
353,1762,Jonathan Woetzel,PERSON,4
354,668,75,CARDINAL,4
355,666,74,CARDINAL,4
356,665,73,CARDINAL,4
357,2784,Trajectories of the Earth system in the Anthropocene,WORK_OF_ART,4
358,301,1961,DATE,4
359,708,82,CARDINAL,4
360,2825,Ukraine,GPE,4
361,273,180cm,QUANTITY,4
362,673,75th,ORDINAL,4
363,2831,United States,GPE,4
364,2796,Turkey,GPE,4
365,1829,Justin Ritchie,PERSON,4
366,2189,Nature,WORK_OF_ART,3
367,1967,Malawi,GPE,3
368,519,4,DATE,3
369,2234,Noah S. Diffenbaugh,PERSON,3
370,1182,David Archer,PERSON,3
371,2216,Nicaragua,GPE,3
372,2210,New York Times,ORG,3
373,1191,David Pollard,PERSON,3
374,1312,Eritrea,GPE,3
375,2172,Namibia,GPE,3
376,1305,Eric Neumayer,PERSON,3
377,1269,Ed Hawkins,PERSON,3
378,2177,National,ORG,3
379,857,April 2009,DATE,3
380,1267,Ecuador,GPE,3
381,1819,June 2016,DATE,3
382,1214,Dem,NORP,3
383,2205,Nebojsa Nakicenovic,PERSON,3
384,539,415,CARDINAL,3
385,669,750 million,CARDINAL,3
386,1963,Madagascar,GPE,3
387,1235,Dunne et al.,PERSON,3
388,863,April 2017,DATE,3
389,869,Arab,NORP,3
390,892,Asian Development Bank,ORG,3
391,885,Arnulf Grübler,PERSON,3
392,919,Azerbaijan,GPE,3
393,972,BlackRock,ORG,3
394,1925,Laos,GPE,3
395,2278,October,DATE,3
396,1001,Bulgaria,GPE,3
397,1014,"C1
                       ",PRODUCT,3
398,937,Belarus,GPE,3
399,2272,Oak Ridge National Laboratory,ORG,3
400,1030,CORDEX,WORK_OF_ART,3
401,1034,California,GPE,3
402,927,Bank of England,ORG,3
403,1036,Cambodia,GPE,3
404,1041,Cambridge University,ORG,3
405,1045,Cameroon,GPE,3
406,2255,November 2013,DATE,3
407,917,Austria,GPE,3
408,887,Arup,ORG,3
409,644,69,CARDINAL,3
410,916,Australian,NORP,3
411,1067,Central African,NORP,3
412,1940,Libya,GPE,3
413,2252,November 2010,DATE,3
414,1915,Kyrgyzstan,GPE,3
415,1090,Chinese,NORP,3
416,2247,Norway,GPE,3
417,1094,Chris Toomey,PERSON,3
418,2246,Northern Hemisphere,LOC,3
419,1103,Christopher B. Field,PERSON,3
420,1144,Contribution of Antarctica,ORG,3
421,1156,Cuba,GPE,3
422,1346,Fanrong Zeng,PERSON,3
423,1981,March 1991,DATE,3
424,2022,Marseille,GPE,3
425,624,6145,CARDINAL,3
426,1605,Hurricane Sandy,LOC,3
427,1478,Global Commission,ORG,3
428,788,Ahmedabad,GPE,3
429,1519,Guyana,GPE,3
430,1747,Joeri Rogelj et al.,PERSON,3
431,763,AECOM,ORG,3
432,2014,Mark G. Flanner,PERSON,3
433,706,81,CARDINAL,3
434,2075,"McKinsey & Company
",ORG,3
435,1582,Honduras,GPE,3
436,589,531,CARDINAL,3
437,1592,Hughes,PERSON,3
438,1597,Hungary,GPE,3
439,1603,Hurricane Maria,EVENT,3
440,1604,Hurricane Sandy,GPE,3
441,709,83,CARDINAL,3
442,2102,Mekala Krishnan,PERSON,3
443,1612,IEA,ORG,3
444,1707,Japan,GPE,3
445,1703,January 2020,DATE,3
446,1621,IPCC,ORG,3
447,1624,Iceland,GPE,3
448,1700,January 2017,DATE,3
449,595,55,CARDINAL,3
450,1677,James,PERSON,3
451,1683,James Manyika,PERSON,3
452,1689,January,DATE,3
453,720,89,CARDINAL,3
454,596,55,DATE,3
455,607,5–10,CARDINAL,3
456,601,568,CARDINAL,3
457,1466,Ghana,GPE,3
458,796,Algeria,GPE,3
459,834,Angola,GPE,3
460,1394,Forest,ORG,3
461,1355,February 2012,DATE,3
462,2284,October 2015,DATE,3
463,1359,February 2017,DATE,3
464,683,79,CARDINAL,3
465,830,Andrew T. Wittenberg,PERSON,3
466,553,45 percent,PERCENT,3
467,1987,March 2013,DATE,3
468,1361,February 2019,DATE,3
469,2160,Myanmar,GPE,3
470,1370,Finland,GPE,3
471,688,8 percent,PERCENT,3
472,619,60 percent,PERCENT,3
473,557,47,CARDINAL,3
474,819,Anastasios A. Tsonis,PERSON,3
475,1399,Foster et al.,PERSON,3
476,1456,George Sugihara,PERSON,3
477,1401,Fourth,ORDINAL,3
478,1407,Frankfurt,GPE,3
479,2152,Morocco,GPE,3
480,2146,Mongolia,GPE,3
481,1917,Köppen-Geiger,NORP,3
482,2144,Modeling Earth Systems,ORG,3
483,1421,GCA,ORG,3
484,1788,Journal of Geophysical Research,ORG,3
485,2140,"Ministry of Environment, Forest & Climate Change",ORG,3
486,1422,GCM,ORG,3
487,1427,GHS,ORG,3
488,1435,Gabon,GPE,3
489,2107,Meteorologische Zeitschrift,PERSON,3
490,1764,Jordan,GPE,3
491,1356,February 2013,DATE,3
492,964,Bias,PERSON,3
493,491,35 degrees Celsius,QUANTITY,3
494,81,0.8,CARDINAL,3
495,336,2.5,CARDINAL,3
496,2615,Springer,GPE,3
497,2621,States,GPE,3
498,3307,square kilometers,QUANTITY,3
499,3012,about 30 percent,PERCENT,3
500,3286,roughly 60 percent,PERCENT,3
501,3284,roughly 4–5 hours,TIME,3
502,2673,Syria,GPE,3
503,3283,roughly 45 percent,PERCENT,3
504,2679,Tajikistan,GPE,3
505,2684,Tanzania,GPE,3
506,313,1998,DATE,3
507,2697,Terry P. et al.,PERSON,3
508,311,1990,DATE,3
509,2698,Texas,GPE,3
510,3338,the Bristol City Council,ORG,3
511,2595,South Africa,GPE,3
512,2754,Thomas et al.,PERSON,3
513,350,2003,DATE,3
514,2544,Senegal,GPE,3
515,2548,September,DATE,3
516,3402,the Royal Society,ORG,3
517,2553,September 2007,DATE,3
518,2554,September 2009,DATE,3
519,2556,September 2016,DATE,3
520,2557,September 2017,DATE,3
521,2559,September 2019,DATE,3
522,375,2020,DATE,3
523,372,2018–504,CARDINAL,3
524,2563,Seth D. Burgess,PERSON,3
525,359,200‑year,CARDINAL,3
526,354,2006,DATE,3
527,70,0.4,CARDINAL,3
528,77,0.5–5.0,GPE,3
529,2738,Third,ORDINAL,3
530,2755,Three,CARDINAL,3
531,2536,Second,ORDINAL,3
532,3134,daylight hours,TIME,3
533,3106,between 700 million,CARDINAL,3
534,2873,WHRC,ORG,3
535,248,160,CARDINAL,3
536,2904,Willis Towers Watson,PERSON,3
537,189,123,CARDINAL,3
538,2944,Yemen,GPE,3
539,231,15 to 20 percent,PERCENT,3
540,2945,Yin Sun et al.,PERSON,3
541,2952,Zambia,GPE,3
542,2963,Zimbabwe,GPE,3
543,224,146,CARDINAL,3
544,222,144,CARDINAL,3
545,219,142,CARDINAL,3
546,196,129,CARDINAL,3
547,208,136,CARDINAL,3
548,2845,Uzbekistan,GPE,3
549,2844,Uruguay,GPE,3
550,297,195,CARDINAL,3
551,169,112,CARDINAL,3
552,3236,net-zero,CARDINAL,3
553,3207,millions,CARDINAL,3
554,3201,lost working hours,TIME,3
555,3172,greater than 15 percent,PERCENT,3
556,2797,Turkmenistan,GPE,3
557,143,100%,PERCENT,3
558,3154,end-of-century,DATE,3
559,3152,eight,CARDINAL,3
560,281,1850–2012,CARDINAL,3
561,2808,UNEP,ORG,3
562,2818,US Department of Energy,ORG,3
563,2824,Uganda,GPE,3
564,271,180,CARDINAL,3
565,2830,United Kingdom,GPE,3
566,3137,decades,DATE,3
567,3403,the Royal Society A,ORG,3
568,2652,Suriname,GPE,3
569,206,134,CARDINAL,3
570,2295,Oman,GPE,3
571,3527,~15%,PERCENT,3
572,2473,Rubel et al.,PERSON,3
573,2461,Romania,GPE,3
574,51,0%,PERCENT,3
575,3524,zero percent,PERCENT,3
576,3434,the World Resources Institute Water Risk Atlas,ORG,3
577,45,0,CARDINAL,3
578,3445,the end of the century,DATE,3
579,3522,years,DATE,3
580,38,%,MONEY,3
581,432,25th,ORDINAL,3
582,37,$8.5 billion,MONEY,3
583,2422,Reto Knutti,PERSON,3
584,3470,the same year,DATE,3
585,33,$500 million to $1 billion,MONEY,3
586,2324,Paraguay,GPE,3
587,14,$2 billion,MONEY,3
588,3480,third,ORDINAL,3
589,2380,Proceedings of the National Academy of Sciences,WORK_OF_ART,3
590,2367,Poland,GPE,3
591,450,3 percent,PERCENT,3
592,455,3.5,CARDINAL,3
593,3488,three-month,DATE,3
594,20,$3.55 billion,MONEY,3
595,22,$30 billion to $80 billion,MONEY,3
596,2303,Oxford Economics,ORG,3
597,452,3-day,DATE,3
598,3419,"the United
  Kingdom",GPE,3
599,2495,San Francisco,GPE,3
600,2489,S3,ORG,3
601,399,2060,DATE,3
602,57,0.10,CARDINAL,3
603,2521,Science Advances,ORG,3
604,2488,S2,PRODUCT,3
605,2487,S1,PRODUCT,3
606,403,20th century,DATE,3
607,3413,the UN World Population Prospects,ORG,3
608,3421,the United Kingdom,GPE,3
609,55,0.1,CARDINAL,3
610,1462,Gerhard Krinner,PERSON,2
611,1018,CAPRA,ORG,2
612,3498,two degrees,QUANTITY,2
613,3533,~70%,PERCENT,2
614,3505,van Leeuwen,PERSON,2
615,1458,Gerald A. Meehl,PERSON,2
616,3135,dbie.rbi.org.in/DBIE/dbie.rbi?site,ORG,2
617,3503,up to 80 percent,PERCENT,2
618,1451,"Geophysical Research
",ORG,2
619,1450,Geophysical Research,ORG,2
620,3052,approximately 25 years,DATE,2
621,3125,coast.noaa.gov,ORG,2
622,1571,Ho Chi Minh,GPE,2
623,1548,Harvard University,ORG,2
624,1431,GISTEMP Reanalysis,ORG,2
625,3023,about 75 percent,PERCENT,2
626,3158,et al.,GPE,2
627,3486,three month,DATE,2
628,3538,≤1x,PRODUCT,2
629,3013,about 37 degrees Celsius,QUANTITY,2
630,3151,eds.,ORG,2
631,1412,Free et al.,PERSON,2
632,3014,about 4 percent,PERCENT,2
633,3149,ed.,GPE,2
634,3019,about 50 percent,PERCENT,2
635,3148,earth,LOC,2
636,3496,twentieth-century,DATE,2
637,3146,each year,DATE,2
638,3141,dosomething.org,ORG,2
639,1031,CSC,ORG,2
640,3121,cbc.ca,ORG,2
641,3140,destruction3,ORG,2
642,1489,Goetz von Peter,PERSON,2
643,1476,Global Climate Model,PRODUCT,2
644,997,Brodie Boland,PERSON,2
645,3062,around 2030,CARDINAL,2
646,1561,Henneaux,GPE,2
647,980,Botswana,GPE,2
648,1523,H. Damon Matthews et al.,PERSON,2
649,1526,HAZUS,ORG,2
650,1558,Heidelberg,GPE,2
651,1552,Hauke Engel,PERSON,2
652,1477,Global Climate Models,ORG,2
653,3060,approximately one to three,CARDINAL,2
654,995,Bristol City Council,ORG,2
655,1531,Hadley,GPE,2
656,3531,~30%,PERCENT,2
657,1532,Hadley,ORG,2
658,1539,Hamid Samandari,PERSON,2
659,1008,Burkina Faso,GPE,2
660,1516,Gujarat,GPE,2
661,1514,Guinea,GPE,2
662,3064,around hours,TIME,2
663,3167,four to five hours,TIME,2
664,1511,Guatemala,GPE,2
665,3506,van Oldenburgh,PERSON,2
666,1509,GtCO2,ORG,2
667,1508,GtC,ORG,2
668,1503,Gregory Flato et al.,PERSON,2
669,1015,"C2




                                                                 ",PRODUCT,2
670,3090,between 1970 to 2005,DATE,2
671,1566,Himalayas,LOC,2
672,3098,between 2005,DATE,2
673,1498,Grantham Research Institute,ORG,2
674,3058,approximately 75 percent,PERCENT,2
675,1017,C9,PRODUCT,2
676,3073,at least one 100‑year,CARDINAL,2
677,3412,"the UN World
      Urbanization Prospects",ORG,2
678,3483,thousands,CARDINAL,2
679,3435,the World Resources Institute’s,ORG,2
680,3376,the Köppen Climate Classification System,LOC,2
681,3369,the Intergovernmental Panel,ORG,2
682,1089,"China
                                                                                                                                 ",ORG,2
683,1223,Dickon Pinner,PERSON,2
684,1238,Dutch Ministry of Infrastructure and Environment,ORG,2
685,3346,the Democratic Republic of Congo,GPE,2
686,3329,the 1970s,DATE,2
687,1245,E14,LOC,2
688,3383,"the National Academy
",ORG,2
689,1248,E4,ORG,2
690,3312,summer-winter,DATE,2
691,1257,EU Commission,ORG,2
692,3310,subsequent decades,DATE,2
693,3450,the mid-18th century,DATE,2
694,1258,EU Commission Joint Research Centre,ORG,2
695,3454,the next 40 to 50 years,DATE,2
696,3380,the Middle East,LOC,2
697,3388,"the National Academy of
     Sciences",ORG,2
698,3482,this century,DATE,2
699,3415,the US Army Corps of Engineers high curve,ORG,2
700,3411,the UN Global Assessment Report,ORG,2
701,1159,D.J. Dokken,PERSON,2
702,1160,D.J. Wuebbles,PERSON,2
703,1151,Cote d'Ivoire,GPE,2
704,1161,D.W. Fahey,PERSON,2
705,1148,Cornelis et al.,PERSON,2
706,1162,DWS,ORG,2
707,3399,the Persian Gulf,LOC,2
708,1207,December 2012,DATE,2
709,1179,Daniell et al.,PERSON,2
710,3396,the Pacific       Central Asia,ORG,2
711,3395,"the Northern Hemisphere
",LOC,2
712,1202,December,DATE,2
713,1204,December 2005,DATE,2
714,3391,the National Oceanic and Atmospheric Administration,ORG,2
715,3425,the University of Miami,ORG,2
716,3300,six-hour,TIME,2
717,1263,East African,NORP,2
718,3289,roughly 9 percent,PERCENT,2
719,3217,more than 15,CARDINAL,2
720,3242,of decade,DATE,2
721,1353,February 2010,DATE,2
722,3239,non-zero,CARDINAL,2
723,3235,nearly one-third,CARDINAL,2
724,3234,nearly 2.5 trillion tonnes,QUANTITY,2
725,3224,more than 70 percent,PERCENT,2
726,1158,D.J.,GPE,2
727,1367,Fifth,ORDINAL,2
728,3459,the next ten years,DATE,2
729,3199,livescience.com,ORG,2
730,1374,Firstly,ORDINAL,2
731,1379,Flip,PERSON,2
732,1386,Flooding        Flooded area,PRODUCT,2
733,3182,hundreds of thousands,CARDINAL,2
734,3176,heatwave,DATE,2
735,1389,Food,ORG,2
736,3244,one year,DATE,2
737,3474,the year,DATE,2
738,1345,Fannie Mae,ORG,2
739,3473,the trillionth tonne,QUANTITY,2
740,1277,El Niño,GPE,2
741,1287,Energy Economics,ORG,2
742,1290,England,GPE,2
743,1071,Chad,GPE,2
744,3278,roughly 10 percent,PERCENT,2
745,3461,the next two decades,DATE,2
746,1306,Erich M. Fischer,PERSON,2
747,3270,reuters.com,ORG,2
748,3264,ppmv,DATE,2
749,3257,past 20 years,DATE,2
750,3472,the trillionth ton,QUANTITY,2
751,3255,over a decade,DATE,2
752,1058,Carter Powis,PERSON,2
753,3254,over 30,CARDINAL,2
754,3251,only one,CARDINAL,2
755,3218,more than 15 percent,PERCENT,2
756,2893,Western,NORP,2
757,1602,Hurricane Katrina,EVENT,2
758,3010,about 280,CARDINAL,2
759,2564,Seven,CARDINAL,2
760,2066,"May 23, 2018",DATE,2
761,2561,Serbia,GPE,2
762,2068,"May 25, 2010",DATE,2
763,2078,McKinsey & Company’s,ORG,2
764,2552,September 2005,DATE,2
765,2096,Mediterranean,NORP,2
766,2100,Megan C. et al.,PERSON,2
767,2104,Melanie Weber,PERSON,2
768,2538,Secondly,ORDINAL,2
769,2534,Sebastian von Dahlen,PERSON,2
770,2111,Miami,GPE,2
771,2122,Michael Della Rocca,PERSON,2
772,2528,Scussolini et al.,GPE,2
773,2130,Michalis I. et al.,PERSON,2
774,2510,Saudi Arabia,GPE,2
775,2141,Minsky,PERSON,2
776,2497,Sandrine Bony,PERSON,2
777,2150,Moore,PERSON,2
778,2155,Muir-Wood et al,ORG,2
779,2481,Ryan Lewis,PERSON,2
780,2062,May 2016,DATE,2
781,2058,May 2010,DATE,2
782,2056,May 2005,DATE,2
783,2602,Southeast Asia,LOC,2
784,1983,March 2005,DATE,2
785,1984,March 2008,DATE,2
786,2632,Stern,PERSON,2
787,2631,Stephen Belcher,PERSON,2
788,1990,March 2015,DATE,2
789,2624,Stefan Rahmstorf,PERSON,2
790,1991,March 2016,DATE,2
791,1992,March 2017,DATE,2
792,1998,Marco et al.,PERSON,2
793,2019,Markus Huber,PERSON,2
794,2054,Maximo Torero,PERSON,2
795,2601,Southeast,LOC,2
796,2599,South Korea,GPE,2
797,2584,Sjoukje et al.,PERSON,2
798,2034,Marzeion et al.,GPE,2
799,2037,Matt Rogers,PERSON,2
800,2583,Sippel et al.,PERSON,2
801,2046,Matthias,PERSON,2
